Project Id;Project Description
115;"Se necesitan ciudadanos amantes de la naturaleza que quieran aprender a hacer observaciones fenológicas y ayudar a los científicos a estudiar los impactos del cambio climático sobre las plantas, los animales y los seres vivos en general. RitmeNatura.cat quiere crear una comunidad de observadores fenológicos que ayuden a complementar las redes de observación fenológica de Cataluña y de Europa.
"
116;"""Desde el año 2007 más de 1.000 voluntarios y voluntarias participan en el muestreo de unos 180 tramos pertenecientes a 122 ríos de Andalucía. Los muestreos se realizan de acuerdo a una metodología estandarizada que recoge distintos aspectos hidromorfológicos, biológicos y químicos, en cuya aplicación las entidades participantes son previamente formadas y asesoradas a lo largo de la campaña.
La información proporcionada por las redes de voluntarios constituye un valioso recurso puesto a disposición de los organismos de cuenca responsables de la gestión de los ríos de Andalucía, así como a disposición de la comunidad científica interesada en su estudio. ""
"
117;
118;"Somos la primera y única revista en español sobre divulgación de la entomología y aracnología ibérica, tratando de dar a conocer a todo aquel que abra nuestras páginas el fascinante mundo de los insectos y arácnidos para hacer cumplir así la máxima de conocer para proteger.
"
119;
120;"Participación activa y consciente en un experimento científico que permitirá obtener nuevos conocimientos sobre los efectos de la contaminación en la atención de los adolescentes y las adolescentes, reflexionando sobre sus limitaciones y haciendo uso del instrumento de
"
121;
122;
123;"La Asociación Botánica y Micológica de Jaén está compuesta por un grupo de aficionados a la botánica y la micología. Sus objetivos son el desarrollo de actividades relacionadas con su afición, la colaboración en la investigación y difusión de la información relacionada con el mismo tema y el disfrute racional de la naturaleza en los aspectos botánico y micológico manteniendo un profundo respeto a su conservación. Para ello la Asociación Botánica y Micológica de Jaén desarrolla distintas actividades como: visitas guiadas a parques y parajes naturales que son ilustrativas de la flora botánica y micológica; jornadas con exposiciones populares, monográficas centradas en las plantas y setas autóctonas; un catálogo de especies localizadas; la promoción de eventos encaminados al desarrollo del turismo rural desde el ámbito de la botánica y la micología. Además, La Asociación Botánica y Micológica de Jaén publica trimestralmente su revista digital, Micobotánica- Jaén, con artículos de investigación, de opinión, trabajos de revisión, tesis, proyectos, trabajos de fin de carrera, informes, recetas gastronómicas y otros.
"
124;"El objetivo del proyecto es conectar el mundo maker de los fablabs con los profesionales y alumnos de los colegios de educación especial prestando atención específica al personal y alumnado femenino.
Queremos difundir la ciencia ciudadana, la cultura Maker y las posibilidades de los Fablabs al personal de colegios de educación especial, implementando soluciones prácticas y concretas que sirvan de ejemplo para dar a conocer las oportunidades de personalización. Queremos a su vez que los colegios sirvan de altavoz para fomentar esta cultura, esta forma de diseñar y fabricar entre los niños y sus familias.
Si te has encontrado con alguna barrera en tu día a día o en de los que te rodean, ya sea referida a la accesibilidad, al control del entorno, prótesis… Y tienes una idea para solucionarla que pueda implicar a un maker, por favor cuéntanosla.
Todas las ideas serán recogidas y puestas en la página web para que queden al alcance de la comunidad maker y puedan ser valoradas y puestas en marcha.
"
125;"Muchas curiosidades relacionadas con el sonido y la música nos abren la puerta a fascinantes descubrimientos con los que seguir aprendiendo. Para disfrutar la música basta escucharla y dejarse llevar por las sensaciones que nos produce en cada momento, pero también puede facilitar la comprensión de nuestro entorno y ser un puente para llegar a diversos campos de la ciencia.
"
126;"Desarrollar una comunidad y plataforma de Ciencia Ciudadana donde haya mayor protagonismo de la ciudadanía; no suficientemente presente y activa, en nuestra opinión, en las ya existentes. Promover la presencia de proyectos en áreas poco representadas, como las Humanidades y Ciencias Sociales.
"
127;
128;"Desde UHUaerosol se promovió la creación del blog http://uhuaerosol.blogspot.com y redes sociales (https://twitter.com/UHUaerosol) con el fin de divulgar los resultados científicos de nuestro grupo de investigación sobre calidad del aire a la sociedad. Desde entonces, se han realizado conferencias, jornadas de puertas abiertas (Semana de la Ciencia y Research Night), exposiciones y alojamiento de jóvenes investigadores de educación secundaria a través del proyecto https://piiisa.es . En febrero de 2018 se nos reconoce desde el Gobierno provincia de la Junta de Andalucía por nuestro compromiso ambiental e innovación.
"
129;"Coordinamos el Library Living Lab, un laboratorio en una biblioteca pública que explora cómo la tecnología transforma la experiencia cultural de la gente en la Transformación Digital: Avanzando hacia la democratización del acceso al conocimiento y la innovación.
"
130;
131;"Mediante la observación de fotografías antiguas del ámbito local (Gavà 08850) estimular la memoria histórica, mediante relatos en primera persona y combinando con la historia, filosofía , arte , literatura , sociología y humor, cuando toca.
"
132;
133;
134;"Planttes pretende informar sobre la presencia de plantas alergénicas en nuestro entorno y el nivel de riesgo de alergia en función de su estado. Su objetivo es ayudar a comprender mejor la relación entre el medio ambiente y las enfermedades alérgicas, contribuyendo a mejorar la calidad de vida de las personas que las padecen. Con Planttes el ciudadano puede contribuir a elaborar un mapa del estado fenológico (presencia de flor cerrada, de flor abierta y/o de fruto) de las plantas del entorno que causan alergia.
"
135;
136;"AlimentUS: asociación sin ánimo de lucro que tiene como fin la educación social en el ámbito de la nutrición, alimentación y ciencia; transmitir confianza a la sociedad a través de contenidos de calidad y rigor científico; fomentar la salud y bienestar social a través de la divulgación de hábitos saludables; y ser un punto de consulta referente en el ámbito de la nutrición, alimentación y ciencia.
"
137;
138;"GENIGMA,  un experimento  científico participativo  que quiere involucrar a la ciudadanía en la investigación en cáncer, mediante un juego para móviles en una app gratuita. Se trata de un reto  colectivo  que permite obtener un mapa  genómico de referencia, una nueva  herramienta  que se pondrá al alcance de la comunidad científica para interpretar mejor cómo alteraciones del genoma se asocian al cáncer. 
El  experimento durará 3  meses.  Se calcula que se necesitan 30.000 jugadores y jugadoras  que hagan un mínimo de 50 partidas, para lograr entender cómo están ordenados los 20.000  genes  del genoma humano que se encuentran alterados en los cultivos celulares de cáncer de mama más utilizados por la comunidad científica que se dedica a investigar posibles nuevos tratamientos. Las partidas desde la app gratuita pueden durar menos de 5 minutos  y se pueden jugar en cualquier momento.
Todo el mundo puede contribuir utilizando su lógica y destreza, para producir resultados científicos.  
El  experimento pretende demostrar que la suma de las habilidades del conjunto de jugadores puede aportar soluciones  mejores que las de las máquinas,  ya que los algoritmos actuales que se utilizan para detectar estas alteraciones genómicas funcionan con rapidez y precisión con determinadas resoluciones, pero a un nivel más fino, devuelven resultados poco precisos. En cambio, el cerebro humano aunque puede  procesar menos información por unidad de tiempo, funciona mejor cuando se enfrenta a problemas de escala fina. Si bien este también puede cometer errores, un conjunto de cerebros humanos difícilmente cometerá los mismos errores en los mismos lugares, a diferencia  de los algoritmos, que cometerán los mismos errores sistemáticos cuando se enfrenten a un mismo reto. 
Esta  ""inteligencia  de rebaño""  es exactamente la que se quiere explorar con GENIGMA para conseguir el genoma de referencia. Con esta nueva herramienta de investigación básica, la comunidad científica que trabaja con estas líneas celulares de cáncer podrá interpretar sus descubrimientos
 a la luz de un ""mapa"" más preciso, que les permitirá desarrollar nuevas estrategias terapéuticas.
"
